page_index,precision,recall,f1,predicted
57,0.3333333333333333,0.2857142857142857,0.30769230769230765,"seura,maailm,maku,ruoka,keito,resept"
58,0.375,0.3333333333333333,0.35294117647058826,"seura,suolais,maailm,maku,ruoka,leivonnais,piira,resept"
59,0.2857142857142857,0.3333333333333333,0.30769230769230765,"seura,ruoka,maailm,maku,suome,resept,välimer"
60,0.3,0.375,0.33333333333333326,"seura,maailm,kiinalain,an,maku,ruoka,höyrytys,resept,peking,tapa"
61,0.0,0.0,0.0,"lisä,seura,maailm,maku,ruoka,resept,suomi"
62,0.25,0.2857142857142857,0.26666666666666666,"seura,maailm,an,maku,ruoka,inkiväär,resept,jälkiruoa"
63,0.2,0.14285714285714285,0.16666666666666666,"seura,ruoka,maailm,maku,resept"
64,0.375,0.42857142857142855,0.39999999999999997,"seura,ruoka,maailm,an,maku,kalaruoa,resept,aas"
65,0.375,0.3333333333333333,0.35294117647058826,"ruoka,seura,maailm,maku,kalaruoa,kala,resept,int"
66,0.25,0.2857142857142857,0.26666666666666666,"seura,ruoka,maailm,an,maku,grillaus,resept,aas"
67,0.3,0.75,0.4285714285714285,"seura,joulu,maailm,sienipiirak,an,maku,ruoka,siene,resept,sieni"
68,0.375,0.375,0.375,"ruoka,seura,maailm,salaat,an,maku,resept,aas"
69,0.375,0.5,0.42857142857142855,"seura,suolais,piirak,maailm,maku,ruoka,leivonnais,resept"
70,0.4,0.5714285714285714,0.47058823529411764,"seura,maailm,maku,ruoka,suolais,leivonnais,piirak,leivon,resept,suomi"
71,0.14285714285714285,0.14285714285714285,0.14285714285714285,"seura,joulu,maailm,maku,ruoka,kala,resept"
72,0.4444444444444444,0.5,0.47058823529411764,"seura,piirak,maailm,maku,ruoka,suolais,kala,parsapiirak,resept"
73,0.375,0.375,0.375,"seura,maailm,an,maku,ruoka,grillaus,resept,alkuruoa"
74,0.2222222222222222,0.2857142857142857,0.25,"seura,broiler,maailm,an,maku,ruoka,resept,kiina,thaima"
75,0.3333333333333333,0.5,0.4,"seura,maailm,maku,ruoka,kantarel,resept"
76,0.2857142857142857,0.25,0.26666666666666666,"seura,joulu,maailm,jälkiruoa,maku,ruoka,resept"
77,0.3333333333333333,0.5,0.4,"seura,ruoka,maailm,an,maku,liharuoa,resept,pada,välimer"
78,0.375,0.375,0.375,"seura,ruoka,maailm,maku,suolais,piirak,resept,int"
79,0.42857142857142855,0.5,0.4615384615384615,"seura,maailm,maku,ruoka,suolais,piira,resept"
80,0.25,0.4,0.3076923076923077,"seura,maailm,maku,ruoka,korvasie,resept,alkuruoa,muut"
81,0.6666666666666666,0.5714285714285714,0.6153846153846153,"seura,maailm,maku,ruoka,liharuoa,resept"
82,0.42857142857142855,0.42857142857142855,0.42857142857142855,"seura,maailm,maku,ruoka,suolais,piira,resept"
83,0.3333333333333333,0.4,0.3636363636363636,"seura,maailm,maku,ruoka,peru,resept"
84,0.2857142857142857,0.2857142857142857,0.2857142857142857,"seura,ruoka,maailm,an,maku,resept,int"
85,0.42857142857142855,0.3,0.3529411764705882,"seura,maailm,maku,ruoka,liharuoa,sisäfil,resept"
86,0.5,0.5,0.5,"seura,broiler,maailm,maku,an,ruoka,resept,aas"
87,0.5555555555555556,0.625,0.5882352941176471,"seura,joulu,maailm,joulupuuro,maku,ruoka,riisipuuro,puuro,resept"
88,0.2857142857142857,0.3333333333333333,0.30769230769230765,"seura,broiler,maailm,an,maku,ruoka,resept"
89,0.3333333333333333,0.4,0.3636363636363636,"seura,maailm,maku,ruoka,kalaruoa,resept"
90,0.2222222222222222,0.3333333333333333,0.26666666666666666,"seura,maailm,juusto,brie,an,maku,ruoka,resept,jälkiruoa"
91,0.16666666666666666,0.16666666666666666,0.16666666666666666,"seura,maailm,maku,ruoka,keito,resept"
92,0.16666666666666666,0.25,0.2,"seura,maailm,maku,ruoka,resept,liha"
93,0.5555555555555556,0.7142857142857143,0.6250000000000001,"seura,suolais,piirak,maailm,maku,ruoka,leivonnais,jauhelih,resept"
94,0.16666666666666666,0.2,0.1818181818181818,"seura,maailm,maku,ruoka,kalaruoa,resept"
95,0.14285714285714285,0.2,0.16666666666666666,"seura,maailm,maku,ruoka,kala,resept,välimer"
96,0.2857142857142857,0.3333333333333333,0.30769230769230765,"seura,ruoka,maailm,an,maku,resept,aas"
97,0.2857142857142857,0.2857142857142857,0.2857142857142857,"seura,maailm,an,maku,ruoka,kana,resept"
98,0.2857142857142857,0.3333333333333333,0.30769230769230765,"seura,maailm,an,maku,ruoka,siika,resept"
99,0.2,0.16666666666666666,0.1818181818181818,"seura,maailm,maku,ruoka,resept"
