page_index,precision,recall,f1,predicted
57,0.3333333333333333,0.2857142857142857,0.30769230769230765,"seura,maailm,resept,maku,ruoka,keito"
58,0.375,0.3333333333333333,0.35294117647058826,"seura,maailm,suolais,resept,maku,ruoka,leivonnais,piira"
59,0.2857142857142857,0.3333333333333333,0.30769230769230765,"seura,maailm,ruoka,resept,maku,välimer,suome"
60,0.2,0.25,0.22222222222222224,"seura,maailm,kiinalain,resept,maku,ruoka,peking,tapa,aas,höyrytys"
61,0.0,0.0,0.0,"lisä,seura,maailm,resept,maku,ruoka,suomi"
62,0.25,0.2857142857142857,0.26666666666666666,"seura,maailm,resept,maku,ruoka,inkiväär,jälkiruoa,an"
63,0.2,0.14285714285714285,0.16666666666666666,"seura,maailm,ruoka,resept,maku"
64,0.375,0.42857142857142855,0.39999999999999997,"seura,maailm,ruoka,resept,maku,aas,kalaruoa,an"
65,0.375,0.3333333333333333,0.35294117647058826,"ruoka,seura,maailm,resept,maku,int,kalaruoa,kala"
66,0.25,0.2857142857142857,0.26666666666666666,"seura,maailm,ruoka,resept,maku,aas,grillaus,an"
67,0.3,0.75,0.4285714285714285,"seura,joulu,maailm,sienipiirak,resept,maku,ruoka,sieni,siene,an"
68,0.375,0.375,0.375,"ruoka,seura,maailm,salaat,resept,maku,aas,an"
69,0.375,0.5,0.42857142857142855,"seura,maailm,piirak,suolais,resept,maku,ruoka,leivonnais"
70,0.4,0.5714285714285714,0.47058823529411764,"seura,maailm,resept,maku,leivon,ruoka,suomi,piirak,suolais,leivonnais"
71,0.14285714285714285,0.14285714285714285,0.14285714285714285,"seura,joulu,maailm,resept,maku,ruoka,kala"
72,0.4444444444444444,0.5,0.47058823529411764,"seura,piirak,maailm,resept,maku,ruoka,suolais,kala,parsapiirak"
73,0.375,0.375,0.375,"seura,maailm,resept,maku,ruoka,grillaus,alkuruoa,an"
74,0.2222222222222222,0.2857142857142857,0.25,"seura,maailm,broiler,resept,maku,ruoka,kiina,thaima,an"
75,0.3333333333333333,0.5,0.4,"seura,maailm,resept,maku,ruoka,kantarel"
76,0.2857142857142857,0.25,0.26666666666666666,"seura,joulu,maailm,jälkiruoa,resept,maku,ruoka"
77,0.3333333333333333,0.5,0.4,"seura,maailm,ruoka,resept,maku,pada,välimer,liharuoa,an"
78,0.375,0.375,0.375,"seura,maailm,ruoka,resept,maku,int,piirak,suolais"
79,0.42857142857142855,0.5,0.4615384615384615,"seura,maailm,resept,maku,ruoka,suolais,piira"
80,0.25,0.4,0.3076923076923077,"seura,maailm,resept,maku,ruoka,korvasie,alkuruoa,muut"
81,0.6666666666666666,0.5714285714285714,0.6153846153846153,"maailm,seura,maku,ruoka,resept,liharuoa"
82,0.42857142857142855,0.42857142857142855,0.42857142857142855,"seura,maailm,resept,maku,ruoka,suolais,piira"
83,0.3333333333333333,0.4,0.3636363636363636,"seura,maailm,resept,maku,ruoka,peru"
84,0.2857142857142857,0.2857142857142857,0.2857142857142857,"seura,maailm,ruoka,resept,maku,int,an"
85,0.42857142857142855,0.3,0.3529411764705882,"seura,maailm,resept,maku,ruoka,liharuoa,sisäfil"
86,0.5,0.5,0.5,"maailm,broiler,seura,maku,resept,ruoka,aas,an"
87,0.5555555555555556,0.625,0.5882352941176471,"seura,joulu,maailm,joulupuuro,resept,maku,ruoka,riisipuuro,puuro"
88,0.2857142857142857,0.3333333333333333,0.30769230769230765,"seura,maailm,broiler,resept,maku,ruoka,an"
89,0.3333333333333333,0.4,0.3636363636363636,"seura,maailm,resept,maku,ruoka,kalaruoa"
90,0.2222222222222222,0.3333333333333333,0.26666666666666666,"seura,maailm,brie,juusto,resept,maku,ruoka,jälkiruoa,an"
91,0.16666666666666666,0.16666666666666666,0.16666666666666666,"seura,maailm,resept,maku,ruoka,keito"
92,0.16666666666666666,0.25,0.2,"seura,maailm,resept,maku,ruoka,liha"
93,0.5555555555555556,0.7142857142857143,0.6250000000000001,"seura,maailm,piirak,suolais,resept,maku,ruoka,leivonnais,jauhelih"
94,0.16666666666666666,0.2,0.1818181818181818,"seura,maailm,resept,maku,ruoka,kalaruoa"
95,0.14285714285714285,0.2,0.16666666666666666,"seura,maailm,resept,maku,ruoka,välimer,kala"
96,0.2857142857142857,0.3333333333333333,0.30769230769230765,"seura,maailm,ruoka,resept,maku,aas,an"
97,0.2857142857142857,0.2857142857142857,0.2857142857142857,"seura,maailm,resept,maku,ruoka,kana,an"
98,0.2857142857142857,0.3333333333333333,0.30769230769230765,"seura,maailm,resept,maku,ruoka,siika,an"
99,0.2,0.16666666666666666,0.1818181818181818,"seura,maailm,resept,maku,ruoka"
