page_index,precision,recall,f1,predicted
18,0.14285714285714285,0.2,0.16666666666666666,"ruoka,käsityö,hedelm,resept,ruokal,juhl,joulu"
19,0.14285714285714285,0.2,0.16666666666666666,"ruoka,käsityö,resept,ruokal,juhl,joulu,viiko"
20,0.14285714285714285,0.2,0.16666666666666666,"keks,ruoka,käsityö,resept,ruokal,juhl,joulu"
21,0.14285714285714285,0.2,0.16666666666666666,"pannar,ruoka,joulu,käsityö,maku,resept,ruokal"
22,0.2857142857142857,0.2857142857142857,0.2857142857142857,"sukl,ruoka,käsityö,resept,ruokal,juhl,joulu"
23,0.14285714285714285,0.2,0.16666666666666666,"pannar,ruoka,joulu,käsityö,maku,resept,ruokal"
24,0.14285714285714285,0.14285714285714285,0.14285714285714285,"tryffel,ruoka,käsityö,resept,ruokal,juhl,joulu"
25,0.14285714285714285,0.2,0.16666666666666666,"joulu,juhl,käsityö,perinteis,tero,kirj,jan"
26,0.14285714285714285,0.2,0.16666666666666666,"joulu,täht,pujo,juhl,käsityö,perinteis,resept"
27,0.0,0.0,0.0,"joulu,solmu,sydäm,juhl,käsityö,perinteis,pirkanm"
28,0.0,0.0,0.0,"taita,kolmio,paper,koht,kulm,käsityö,juhl"
29,0.14285714285714285,0.25,0.18181818181818182,"villasuk,joulu,juhl,käsityö,perinteis,resept,ruokal"
30,0.14285714285714285,0.16666666666666666,0.15384615384615383,"olj,palo,joulu,juhl,sido,vuorotel,eripituis"
31,0.14285714285714285,0.25,0.18181818181818182,"tilku,joulu,juhl,käsityö,perinteis,resept,ruokal"
32,0.0,0.0,0.0,"valm,ruoka,maustetu,sukl,maitokahv,käsityö,resept"
33,0.42857142857142855,0.75,0.5454545454545454,"kuva,kakkuhelm,häät,kaku,hääkaku,juhl,käsityö"
34,0.0,0.0,0.0,"tois,käsityö,koko,puiko,seuraav,aja,kirj"
35,0.14285714285714285,0.2,0.16666666666666666,"kimpu,kuk,häät,juhl,kamp,käsityö,trend"
36,0.2857142857142857,0.2857142857142857,0.2857142857142857,"men,voiko,häät,juhl,käsityö,avioliito,suome"
37,0.42857142857142855,0.5,0.4615384615384615,"ruoka,ruoat,vara,juhl,häät,ruokailij,koht"
38,0.14285714285714285,0.16666666666666666,0.15384615384615383,"häät,juhl,käsityö,sävy,käyti,kasvo,silm"
39,0.14285714285714285,0.16666666666666666,0.15384615384615383,"häät,juhl,käsityö,sävy,käyti,kasvo,silm"
40,0.42857142857142855,0.2,0.27272727272727276,"viini,häät,myös,juhl,käsityö,alko,samppanj"
41,0.14285714285714285,0.16666666666666666,0.15384615384615383,"joulu,juhl,käsityö,resept,kotilie,blogi,maailm"
42,0.2857142857142857,0.3333333333333333,0.30769230769230765,"kuva,tjäreborg,häät,häämatk,myös,juhl,käsityö"
43,0.14285714285714285,0.2,0.16666666666666666,"hotel,kuva,arkisto,häät,huone,juhl,käsityö"
44,0.14285714285714285,0.1,0.11764705882352941,"jewel,hieno,häät,juhl,käsityö,myös,lisä"
45,0.0,0.0,0.0,"rouhitu,ruoka,käsityö,resept,ruokal,juhl,jouluin"
46,0.42857142857142855,0.375,0.39999999999999997,"häät,juhl,myös,kannat,kaku,ruoka,käsityö"
47,0.0,0.0,0.0,"häät,juhl,käsityö,resept,ruokal,kotilie,blogi"
48,0.2857142857142857,0.3333333333333333,0.30769230769230765,"tarj,häät,juhl,maku,käsityö,myös,helpost"
49,0.0,0.0,0.0,"luuku,joulu,juhl,käsityö,resept,kotilie,blogi"
50,0.2857142857142857,0.3333333333333333,0.30769230769230765,"joulu,juhl,myös,käsityö,perinteis,ruoka,resept"
51,0.0,0.0,0.0,"siemen,käsityö,juhl,joulu,ompelu,tila,ruoka"
52,0.14285714285714285,0.2,0.16666666666666666,"kirj,käsityö,an,resept,juhl,kotilie,blogi"
53,0.14285714285714285,0.2,0.16666666666666666,"käsityö,askartelu,tila,resept,juhl,kotilie,blogi"
54,0.0,0.0,0.0,"tasku,käsityö,puole,leik,sil,oikea,tik"
55,0.14285714285714285,0.2,0.16666666666666666,"käsityö,ompelu,kan,taita,kangas,tila,resept"
56,0.2857142857142857,0.4,0.3333333333333333,"kaku,kahvikaku,ruoka,käsityö,maust,resept,ruokal"
57,0.14285714285714285,0.16666666666666666,0.15384615384615383,"mal,käsityö,kirj,an,resept,juhl,kotilie"
58,0.14285714285714285,0.16666666666666666,0.15384615384615383,"käsityö,kirj,an,resept,juhl,kotilie,blogi"
59,0.14285714285714285,0.2,0.16666666666666666,"kirj,käsityö,an,resept,juhl,kotilie,blogi"
60,0.14285714285714285,0.1111111111111111,0.125,"käsityö,kirj,an,resept,juhl,kotilie,blogi"
61,0.14285714285714285,0.14285714285714285,0.14285714285714285,"kirj,käsityö,an,resept,juhl,kotilie,blogi"
62,0.14285714285714285,0.2,0.16666666666666666,"kirj,käsityö,an,resept,juhl,kotilie,blogi"
63,0.14285714285714285,0.2,0.16666666666666666,"käsityö,kirj,an,resept,juhl,kotilie,blogi"
64,0.14285714285714285,0.2,0.16666666666666666,"käsityö,kirj,an,resept,juhl,kotilie,blogi"
65,0.0,0.0,0.0,"ruoka,sukl,käsityö,resept,ruokal,juhl,kuorrut"
66,0.14285714285714285,0.16666666666666666,0.15384615384615383,"juhl,piirak,ruoka,käsityö,pohj,täyte,tehd"
67,0.14285714285714285,0.2,0.16666666666666666,"hotel,kuva,arkisto,häät,huone,juhl,käsityö"
68,0.14285714285714285,0.2,0.16666666666666666,"hahmo,käsityö,kirj,an,resept,juhl,kotilie"
69,0.14285714285714285,0.2,0.16666666666666666,"käsityö,resept,juhl,kotilie,blogi,maailm,kirj"
70,0.14285714285714285,0.2,0.16666666666666666,"käsityö,resept,juhl,kotilie,blogi,maailm,kirj"
71,0.2857142857142857,0.3333333333333333,0.30769230769230765,"käsityö,kirj,resept,juhl,kotilie,blogi,maailm"
72,0.2857142857142857,0.4,0.3333333333333333,"käsityö,kirj,resept,juhl,kotilie,blogi,maailm"
73,0.14285714285714285,0.16666666666666666,0.15384615384615383,"käsityö,resept,juhl,kotilie,blogi,maailm,kirj"
74,0.14285714285714285,0.25,0.18181818181818182,"käsityö,resept,juhl,kotilie,blogi,maailm,kirj"
75,0.14285714285714285,0.25,0.18181818181818182,"käsityö,resept,juhl,kotilie,blogi,maailm,kirj"
76,0.2857142857142857,0.4,0.3333333333333333,"käsityö,kirj,resept,juhl,kotilie,blogi,maailm"
77,0.14285714285714285,0.2,0.16666666666666666,"käsityö,resept,juhl,kotilie,blogi,maailm,kirj"
78,0.14285714285714285,0.16666666666666666,0.15384615384615383,"käsityö,resept,juhl,kotilie,blogi,maailm,kirj"
79,0.0,0.0,0.0,"käsityö,resept,juhl,kotilie,blogi,maailm,kirj"
80,0.2857142857142857,0.4,0.3333333333333333,"käsityö,kirj,resept,juhl,kotilie,blogi,maailm"
81,0.14285714285714285,0.14285714285714285,0.14285714285714285,"käsityö,kirj,an,resept,juhl,kotilie,blogi"
82,0.0,0.0,0.0,"tehd,käsityö,kirj,an,resept,juhl,kotilie"
83,0.14285714285714285,0.16666666666666666,0.15384615384615383,"joulu,juhl,käsityö,resept,kotilie,blogi,maailm"
84,0.14285714285714285,0.14285714285714285,0.14285714285714285,"kirj,käsityö,myös,an,resept,juhl,kotilie"
85,0.14285714285714285,0.2,0.16666666666666666,"käsityö,kirj,an,resept,juhl,kotilie,blogi"
86,0.14285714285714285,0.125,0.13333333333333333,"mato,käsityö,kirj,an,resept,juhl,kotilie"
87,0.0,0.0,0.0,"suk,puiko,käsityö,harm,tois,kantap,valkois"
88,0.14285714285714285,0.16666666666666666,0.15384615384615383,"apupuiko,neulo,puiko,piirroks,joulu,juhl,käsityö"
89,0.14285714285714285,0.14285714285714285,0.14285714285714285,"puiko,harm,käsityö,jatk,lapas,ohj,kirj"
90,0.0,0.0,0.0,"tois,käsityö,koko,puiko,seuraav,aja,kirj"
91,0.0,0.0,0.0,"puiko,käsityö,tois,lopu,lisä,seuraav,päättel"
92,0.14285714285714285,0.14285714285714285,0.14285714285714285,"käsityö,kirj,an,resept,juhl,kotilie,blogi"
93,0.14285714285714285,0.16666666666666666,0.15384615384615383,"käsityö,kirj,an,resept,juhl,kotilie,blogi"
94,0.14285714285714285,0.14285714285714285,0.14285714285714285,"käsityö,kirj,an,resept,juhl,kotilie,blogi"
95,0.14285714285714285,0.2,0.16666666666666666,"käsityö,viro,kint,kirj,an,resept,juhl"
96,0.14285714285714285,0.14285714285714285,0.14285714285714285,"käsityö,kirj,an,resept,juhl,kotilie,blogi"
97,0.14285714285714285,0.14285714285714285,0.14285714285714285,"käsityö,kirj,an,resept,juhl,kotilie,blogi"
98,0.14285714285714285,0.16666666666666666,0.15384615384615383,"käsityö,kirj,an,resept,juhl,kotilie,blogi"
99,0.14285714285714285,0.2,0.16666666666666666,"joulu,juhl,käsityö,reuna,puiko,kukkaro,lankav"
100,0.14285714285714285,0.16666666666666666,0.15384615384615383,"vanu,käsityö,askartelu,tila,resept,juhl,kotilie"
101,0.14285714285714285,0.16666666666666666,0.15384615384615383,"käsityö,kirj,an,resept,juhl,kotilie,blogi"
102,0.14285714285714285,0.16666666666666666,0.15384615384615383,"kirj,käsityö,an,resept,juhl,kotilie,blogi"
103,0.42857142857142855,0.6,0.5,"kurpits,maala,käsityö,juhl,joulu,askartelu,ompelu"
104,0.14285714285714285,0.16666666666666666,0.15384615384615383,"joulu,oks,juhl,käsityö,resept,ruokal,kotilie"
